m,merr,pt,p
5678.217,12.68,9687.45834907,90104.1921806
5459.524,12.467,7636.53770554,70789.0602179
5269.427,11.497,4338.60430264,50603.4830957
5305.397,16.226,8342.26545625,312904.555233
5288.51,16.073,10607.2630322,112529.875056
5516.237,16.829,3902.23170415,163506.931668
5262.895,11.229,7233.19329982,38449.7646504
5304.404,11.207,7233.02911628,38449.7534074
5577.987,12.978,5297.3853578,68034.5690715
5288.877,14.803,12295.1473037,190415.234597
5280.165,11.223,5010.78384911,94020.4588373
6019.458,13.443,16087.2020855,93123.7530287
5473.386,12.078,1247.41307693,48994.2024061
5462.356,12.086,1247.41307693,48994.2024061
5347.709,13.264,3832.20441054,122791.264387
5261.275,12.49,4120.29453681,80127.9957982
5266.365,17.047,12659.0168224,162746.718554
5303.538,11.79,6149.39845908,64571.0547112
5314.387,19.785,13508.7551159,102016.829309
5292.652,13.746,4333.09130024,128232.980158
5397.407,10.993,4951.9568064,60933.5016802
5547.334,11.118,4292.60310935,55120.3216426
5551.194,11.115,4292.09510223,55121.0995931
5177.65,11.365,4292.93064753,55121.8226559
5177.65,11.365,4292.93064753,55121.8226559
5295.326,12.34,5889.71884012,77975.9407971
4725.644,10.996,5814.57864772,73273.7698507
5548.697,12.109,5747.73977411,89212.229403
5548.697,12.109,5747.73977411,89212.229403
5277.764,10.087,3223.83130993,69051.417209
5223.457,9.172,1161.16473422,47965.2470645
5285.51,11.537,10865.0270711,130443.35825
5282.692,10.987,1577.58308044,45737.7150569
6544.756,13.397,1536.82755083,77762.4277305
6544.756,13.397,1536.82755083,77762.4277305
5265.086,10.525,1546.38121784,56473.6957284
5244.125,10.925,2937.17706967,69923.3362917
5319.422,9.952,5423.55456956,44292.0409033
5125.131,11.407,617.789775328,44992.3516342
5217.373,14.42,8754.89201699,141431.991777
5662.526,11.186,5780.42778553,49267.4268915
5233.645,14.251,4593.08901813,250735.292731
5520.158,24.375,13064.8538338,247348.071902
5277.914,15.708,9554.62018406,145979.758559
5921.293,16.028,3646.12650217,124833.439267
5239.292,14.409,4735.02800778,115037.559874
4620.133,11.502,1760.38322902,70111.8135338
5395.608,12.741,2615.68216466,91593.1964247
4930.511,10.326,804.562471471,63540.9439338
4660.399,11.067,1455.86824421,75832.1865697
4830.487,11.829,1311.31652567,66291.6208646
4830.487,11.829,1311.31652567,66291.6208646
5282.261,10.31,3750.89043627,58475.5935822
5404.714,47.15,20283.4418859,960424.849316
5275.629,12.501,14174.9645198,140632.123957
5230.285,13.558,3904.24635749,152277.958609
5222.331,15.621,3141.0868257,174242.164697
5105.898,12.159,8859.26028183,71793.0134152
5476.847,17.726,9799.76410876,154183.686867
5237.415,18.025,6675.50701985,357844.450452
5250.32,21.326,9713.32838005,432052.140562
5269.659,11.239,2063.64579618,77808.2210354
5286.419,14.199,8455.54071168,92313.7511463
5415.724,12.417,3891.61148021,77898.1486859
5273.736,11.163,2985.13068257,50350.1682197
5132.834,11.052,3089.62791562,52207.1525328
5320.686,16.208,14530.9688069,242916.981043
5278.31,9.862,3562.83652235,92516.4783901
4765.256,9.804,3752.03640774,94471.9970767
5123.056,12.399,3520.31227515,114763.274711
5059.159,11.95,3874.4142728,111586.332491
5347.398,13.068,10630.1609275,131616.919687
5269.89,10.231,7193.72207095,64957.7519108
5289.294,16.904,11482.3088145,155400.675343
5256.747,20.585,10496.3149082,111924.341484
5697.993,21.316,10504.0377997,112881.173613
5459.285,20.996,10504.0377997,112881.173613
5805.779,13.294,8828.7205759,121622.347277
5325.991,14.111,3448.30116788,105744.409114
5334.146,14.346,12996.8309305,235390.636624
5263.819,15.855,10730.7551348,124840.639392
5145.584,15.557,4107.54865647,129628.144634
5274.374,16.149,4186.59082677,125049.092296
5294.36,12.431,5784.34791388,59751.3019241
5282.895,18.283,5449.07426018,106388.968111
4927.243,17.002,4976.51643659,105669.190181
4927.243,17.002,4976.51643659,105669.190181
5262.479,10.068,2895.95915337,40075.4518263
5265.857,13.214,7729.7701303,81816.3515284
5403.864,19.96,2813.29684214,65640.1258283
5304.025,16.603,11859.7197115,299609.848869
5264.838,13.027,12877.6105961,122541.120174
5283.609,12.762,10921.6680066,105043.331999
5215.184,15.568,6073.50238021,134700.313736
5274.941,18.439,7340.94788101,174048.420761
5189.461,11.383,9827.36842989,71399.4398568
5291.151,15.809,6734.93510481,163710.9935
5655.14,11.46,8036.92571209,75288.5531591
5285.507,14.088,8984.16146302,202817.172726
5353.002,10.22,3075.43726694,50278.4175349
5091.859,16.268,8001.02076873,308949.500609
4859.188,16.325,8001.30152635,308948.568195
5240.354,11.473,5720.59914922,88931.8713115
5297.336,12.447,11983.2132458,128943.092219
5282.205,11.021,7443.32988269,45950.1786884
5225.41,10.502,6371.03296807,44423.7544474
5258.182,10.633,5775.47333407,40704.6662356
5245.13,10.421,2155.1574648,38525.4881543
5284.101,15.107,5924.91392718,122447.269809
5169.03,12.339,8563.99547053,61018.9266558
5279.467,12.206,7609.13677787,91359.4459713
5222.423,15.804,3827.60067682,188050.417756
5250.424,13.758,8354.31579155,90509.0815619
5238.245,12.955,4672.79201921,124448.228127
5275.038,15.242,14485.1297799,245335.679439
5265.117,13.266,16965.9104982,106452.46096
5281.42,12.579,242.240781455,72046.8372404
5259.688,14.032,4591.82741141,132571.586482
5413.614,14.734,4655.4144787,130516.693674
5234.792,14.282,4330.78387465,182218.832008
5286.586,14.103,4397.25340381,162109.839049
5837.558,14.574,7664.62400957,140038.897831
5374.585,10.173,1863.09922881,42251.6869117
5214.404,15.76,1398.16528469,134658.498802
5282.716,11.421,7289.96961258,57149.896593
5634.464,25.579,8317.4557622,378241.3407
5292.98,14.71,5982.91207193,98971.4716455
5256.645,12.788,6277.00140516,62679.843564
4959.91,12.102,6474.78734682,139781.029613
5280.12,14.55,6500.83009752,154166.882817
5222.814,11.58,5899.09703291,65374.7966071
5794.837,22.238,21030.9968386,336091.46501
5283.162,15.466,7254.50392808,48132.1915018
5467.885,12.44,6200.2841742,76083.5011973
5453.294,14.239,5219.10920878,85467.7619056
5286.889,11.309,8009.49880524,86814.1887947
5102.682,11.396,8008.58260541,86809.7529057
5276.818,17.681,2770.94799132,227435.780452
5299.95,14.268,5279.9855756,205176.87836
5634.538,12.726,3665.80413293,90762.3293858
5376.368,15.739,12245.962333,50761.8302587
5196.748,15.369,4693.66693996,186111.655684
5297.636,11.038,4473.41366609,94364.5122423
5257.709,13.421,27542.2324021,153823.988023
5290.984,13.957,11036.5419417,218995.097226
5268.263,14.339,18953.0083507,120162.436134
6207.019,15.813,17576.395109,115955.633681
5305.684,12.858,6354.52856735,65250.3510377
5310.999,11.576,5857.83122127,109619.756504
5431.653,14.342,8411.32218031,128251.83309
5279.48,13.032,3273.20426269,86378.2694175
5178.964,14.038,1474.62393826,90789.0064456
4931.569,14.025,4721.44273112,158452.608488
5275.284,13.915,1495.97873464,86435.5767522
5270.591,11.135,4189.67876989,58112.566135
5021.827,13.83,19430.7729222,124170.40257
5001.981,13.841,19431.1072945,124171.758632
5442.83,13.308,6148.44204433,107698.169189
5269.706,11.685,3819.01340479,135667.482897
5489.32,10.525,3356.33391619,96119.9664023
4842.425,11.064,4062.90585957,116119.650194
5178.307,13.971,8423.92380604,141496.150268
5345.506,11.45,10119.6236763,63741.8200157
5324.492,11.467,10118.6709857,63748.8663444
5275.495,11.322,10773.1398883,85129.1347897
6363.915,12.519,9756.17352308,84862.2934757
6516.136,12.51,9756.17352308,84862.2934757
4639.843,12.288,4789.16467875,172372.073628
5254.327,13.069,6397.14453253,179954.001275
5231.752,11.704,6557.2971158,65314.4362877
5139.249,11.188,4784.60152126,55670.5771084
5307.013,14.524,12849.1881981,212075.230407
5330.267,14.659,9039.8970382,126563.842791
5363.479,9.4,3936.44150406,34795.3145645
5299.213,17.414,2376.89182179,240192.510885
5254.911,12.364,2035.55108924,109275.740419
5254.497,12.366,2035.47116857,109275.928898
5254.345,12.368,2034.92848051,109275.788813
5254.345,12.368,2034.92848051,109275.788813
5276.874,11.228,5518.55323696,74015.1078933
5237.349,20.613,12091.6194644,148279.893416
6123.539,24.798,9309.7547551,114172.536874
5297.235,14.266,6088.06548996,141715.061748
5282.268,13.497,4560.74744288,121675.005352
5293.238,13.889,17145.2229018,113923.803965
5306.273,17.857,15031.436299,190093.618751
5903.815,15.957,15540.451158,179787.80995
5417.439,9.759,3699.14558433,43794.2963654
5245.348,13.014,13536.1363212,120433.584919
5715.535,14.784,12718.0757571,173280.198291
5389.667,10.841,9082.22296851,74657.2754511
5274.866,19.373,7598.05484668,271925.541913
4960.198,11.217,5885.3931519,80698.1797323
5339.793,17.533,7686.74983553,281924.020346
5338.127,28.701,42689.2970192,532592.141976
5197.081,9.915,4046.02943223,29445.4423751
5248.861,11.055,11115.930344,83566.5936272
5270.923,13.828,10019.6120178,114033.053808
5680.888,16.417,16161.9878967,151775.119405
5639.021,14.185,243.278689778,122398.781769
5576.774,15.82,2033.3905583,110770.294867
5279.81,9.948,9173.65440501,45972.7185688
5289.784,13.834,7060.39718841,108488.378243
6030.622,15.689,6103.76961299,103775.049182
5483.609,15.043,6078.2964603,133574.218145
5285.661,14.92,8520.74641036,240313.006995
5142.161,16.206,15714.0437191,102572.053029
5135.521,12.435,12410.4736049,92464.8611931
4742.009,9.197,7709.29970457,60602.1762181
5443.595,10.207,7530.7633309,61210.9500654
5299.461,16.245,3111.15530691,197075.248869
4608.938,16.308,2396.5131685,200083.072742
5285.357,16.125,2793.20862488,199384.156242
4606.64,16.488,2793.20862488,199384.156242
5278.523,11.973,10320.8632815,82430.7913984
5283.491,11.126,922.897896682,73966.16786
5145.841,15.395,1808.31674673,46796.961319
5653.821,14.043,4569.24298144,205928.078651
5758.417,14.914,4079.41138391,185764.567574
5280.196,12.154,14794.914031,110627.016565
5289.589,13.578,20460.5114849,97462.5082155
5316.555,17.785,10293.5197106,410983.196403
5397.683,17.694,10294.383209,410936.342744
5285.405,15.56,4695.54574788,133341.691026
5519.245,15.215,4711.68159626,133741.091739
5519.245,15.215,4711.68159626,133741.091739
5261.362,15.312,6127.42939919,81626.96644
5388.54,18.01,11139.2170768,212274.230018
5277.224,18.808,5971.43724743,82105.0968155
5160.182,10.667,7935.44983278,78334.7441394
5549.078,10.606,1926.24293247,87583.8646134
5505.364,10.605,1920.62116986,87701.6828237
5479.829,10.603,1916.99832616,87777.6653989
5270.04,11.977,13560.6965135,59649.5006303
5330.225,13.384,1752.08047729,87703.312716
5262.066,12.689,6609.00513282,68498.3575798
5262.019,19.393,19933.3052212,166651.820738
5416.805,13.266,7614.15696529,95954.0567797
5276.073,12.533,7028.10286454,116051.55706
5454.917,13.292,5201.30346481,92120.4252138
5083.025,12.164,4815.62009346,89679.7078998
4969.983,12.803,4475.80514233,77280.8993676
5024.381,12.711,4546.36486267,79342.7312013
5024.381,12.711,4546.36486267,79342.7312013
4963.779,11.094,2339.28082395,74834.6011325
5299.652,11.585,2766.87949936,79010.4317698
5328.581,11.599,2805.41754985,79515.3750069
5328.581,11.599,2805.41754985,79515.3750069
5281.385,13.961,8050.40053715,168574.076638
4885.929,13.72,7211.28655634,160808.592525
5478.158,12.961,4527.94023491,110476.868753
5388.31,12.73,4308.30282859,111698.858047
5259.96,17.052,8527.10023068,232486.930103
5243.839,17.957,13840.8568864,110407.888219
5184.981,14.952,2525.5958626,153172.883098
5265.631,11.396,5971.75435426,87020.0477596
5376.966,13.438,2029.67979002,54274.7046595
5298.904,17.518,11199.6440002,209692.708927
5227.407,14.083,6334.88258806,87783.8453766
5238.613,13.868,510.48108535,120075.415119
5264.317,15.34,5972.6137161,136609.225064
5231.206,13.56,9461.3037976,126116.635524
5525.506,13.43,9461.13619273,126119.405089
5465.772,12.368,2035.1799345,60725.9932426
5027.262,15.78,9428.69727143,110425.202799
5266.784,13.014,7563.68700967,75257.5054449
5046.085,13.085,7563.62628207,75258.1062529
5274.38,14.727,8491.77407847,109492.529568
5556.068,13.326,7448.64200853,59603.3010382
5331.035,10.381,6011.65281767,39628.0834701
5260.495,13.138,6028.51751251,80761.2571415
5267.326,9.548,3152.87112074,27609.7206016
5136.269,13.578,10573.2332162,132856.338176
5280.023,18.354,4776.41695681,144041.91456
5260.142,12.286,7015.37598511,83260.4678601
5678.718,17.112,7614.62157203,253518.001512
5436.357,11.686,4089.69934304,83189.44823
5283.336,9.924,5584.51287685,41736.5224229
5263.951,10.542,8923.05071668,74274.0814564
5205.44,9.926,7283.92676056,46220.2515392
5519.84,14.608,17993.6009792,101445.307039
5203.023,14.321,10219.5782571,154418.103179
5433.18,12.202,2634.091244,48109.804546
5488.085,12.295,2772.90429523,49548.2318934
5299.811,12.955,4504.32111259,83131.2790266
4924.944,12.535,3832.87787216,75744.3793417
5397.509,12.422,3832.87787216,75744.3793417
5175.661,13.188,10375.2071451,126366.802698
5368.674,13.05,10378.2145938,126391.387178
5532.294,13.018,12671.4882733,97113.8515851
5313.954,21.604,12512.3862208,319087.798408
5160.876,20.753,11660.0039284,313156.268527
5374.876,12.331,8631.37345685,102211.385836
5274.871,13.204,4789.19364199,91885.055036
6432.762,22.532,28069.3755298,497599.511533
5647.353,15.678,4742.52974777,131729.64794
5291.347,16.301,8157.67758452,172181.247557
5259.699,15.241,4500.60346454,120590.903343
5433.316,15.017,4500.60346454,120590.903343
5481.59,16.483,12861.1100375,250140.269593
5075.688,10.977,15387.5995196,94420.4874284
5228.598,19.218,8225.74464931,251470.410473
5559.965,13.499,3099.27715653,128343.936465
5414.054,10.235,7931.65787215,47094.913961
5119.52,12.924,6143.13845406,80337.8957482
5295.741,18.128,13006.0955088,448304.334544
5293.722,18.129,13005.7803342,448291.400843
5251.538,18.2,13004.4659802,448311.46425
5294.208,18.135,13004.4659802,448311.46425
5016.998,13.611,1040.74953798,80607.0290465
5008.498,13.616,1040.49099453,80607.0157096
5003.912,13.616,1040.7144802,80606.858608
4900.076,13.604,1040.49099453,80607.0157096
5003.912,13.616,1040.7144802,80606.858608
5316.227,12.974,10410.289723,90494.9497602
5227.368,12.557,3636.3408985,97098.9640874
5251.133,8.08,1258.04153274,25994.0607343
5484.285,18.358,10378.347403,133011.438478
5295.074,14.086,8873.25926896,79498.627495
5283.022,17.145,18374.823153,295640.214513
5245.892,12.262,12887.4639781,75313.6259625
4752.495,11.148,5480.08091181,99341.1973967
5278.171,11.963,5029.02920979,72699.2322091
5667.056,13.278,10238.1543806,73256.6961405
5265.515,10.171,10225.3606266,56510.7450228
5273.804,9.987,407.881058153,58074.5823737
5287.238,9.923,2606.78868052,51750.1470435
5294.541,11.196,9522.76190777,72072.8265802
5237.936,15.541,8432.45414975,121351.959937
5178.398,15.411,9576.76196407,185118.054564
5381.01,15.263,9446.16372937,181158.493713
5294.232,20.374,15945.7747047,546869.495128
5438.534,15.057,18179.6065023,167033.911609
5268.045,10.0,5861.06557228,61018.2426234
5251.791,19.432,12686.9123394,358667.982881
5278.325,13.121,4270.75911797,119247.821339
5302.783,12.695,8518.58205809,95123.8879795
5230.961,13.648,11252.0190903,158379.403857
4785.633,13.042,9953.47607645,138369.162029
4785.633,13.042,9953.47607645,138369.162029
5273.416,16.384,8797.82750431,199153.321986
4659.847,10.327,3116.14700034,55484.075052
5270.9,11.088,3543.29905286,56367.1779555
5308.116,17.782,12947.1137586,221527.389079
5346.851,17.798,13031.6244783,223801.298427
5267.291,11.223,1488.60184458,79389.1873809
4641.192,10.922,2924.39954433,95988.8977472
5414.649,12.581,5481.65461361,98127.4993024
5312.99,12.642,5480.59106751,98122.0982471
5508.896,11.497,19241.2012737,97352.5896659
5290.844,12.505,2972.52283357,79421.1962816
4737.454,11.604,2840.28385289,69491.7386603
5573.327,12.56,3519.5910033,95751.7174967
5328.339,12.252,4407.8555427,71988.8824889
5204.422,16.135,7743.32503573,108803.717616
5158.868,16.102,7743.15827311,108803.326712
5533.641,10.605,550.585406726,30145.7483969
5253.702,12.606,3618.65878371,97816.9375997
5312.383,30.209,9546.77381744,385782.502797
6261.915,36.822,9027.63693334,358044.678232
5541.416,19.644,10045.0786383,207322.762061
5278.501,16.508,16907.070382,206316.779967
5294.572,20.521,12487.2135453,358062.888027
5267.562,13.202,15119.9965002,176901.905628
5227.214,12.19,6353.97773572,107120.083595
5104.52,11.833,9640.4939157,71640.8990566
5219.652,14.208,7733.67761504,128374.551998
5266.481,10.398,794.274195036,47257.4953015
6029.182,18.192,6378.70256928,266312.762053
5275.219,13.591,5635.19876003,143502.067314
5328.044,14.432,9552.30111693,157251.197748
5286.113,12.63,8659.26250756,116274.297711
5166.956,12.359,7099.42182943,101992.286308
5258.085,12.003,6879.93227249,99140.3376222
5108.243,12.113,6879.93227249,99140.3376222
5241.366,14.817,1567.14238549,87958.6418469
5293.539,13.157,7054.74215289,119140.09259
5010.277,16.222,6922.71804349,266297.06747
4874.252,16.105,7407.97602402,282681.763613
5062.47,12.252,3566.00713325,153136.335518
5189.725,12.229,4023.96304429,169509.928767
4633.178,13.849,5167.85562047,186528.132761
5267.792,14.582,4369.27048232,163362.5004
5381.985,14.244,4826.82829582,179768.312513
5730.055,12.836,10319.0539282,82996.5184292
5361.096,9.574,6079.49940362,35133.2889412
5140.67,14.122,17145.5929548,129577.574119
5291.438,11.569,5131.60959365,64011.4844605
5267.638,18.613,12555.7924342,201400.190801
5269.803,12.185,9852.05766249,95303.3001185
5454.473,12.008,12132.4472138,75314.0894694
5315.655,15.691,7942.62139451,152871.044243
5276.823,9.856,5253.9663569,36679.7562259
5353.007,12.794,10355.6971205,143009.315035
5199.687,21.657,57661.5394944,506376.507013
5299.002,21.669,8904.66270542,327169.21289
5265.709,13.105,12298.8453819,194029.542439
5292.069,12.029,12506.6408691,109011.197654
5436.81,13.267,1529.54378617,76222.6380634
5264.631,11.085,6476.76107333,71794.987214
5679.239,29.115,15235.8868953,578479.474812
6037.481,13.675,6278.96655274,89548.7750214
5453.979,12.722,6497.99280601,85942.4543116
6108.354,16.339,5928.64767961,96917.0547278
6903.749,16.459,5928.64767961,96917.0547278
5264.25,12.611,6583.09980502,111069.412267
5303.51,11.168,4503.87105771,55353.6737907
5318.711,10.418,7947.2738146,50722.3555839
5318.063,31.292,23197.2876828,672644.378003
5285.918,12.964,3047.83885729,87329.431721
5285.918,12.964,3047.83885729,87329.431721
5265.549,15.808,10333.6815056,239134.178507
